Id;ADC_ADC_Name__c;ADC_Benefit_Type__c;ADC_DME_Fax__c;ADC_DME_Name__c;ADC_DME_Phone__c;ADC_External_ID__c;ADC_Product__c;ADC_State__c;ADC_Valid_Contract_Status__c;ADC_Valid_Dispense_Status__c;ADC_Type__c;JF_State Name;JF_Insurance
2603;Health Care Service Corporation;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Health Care Service Corporation_Edgepark Medical Supplies_GA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;GA;TRUE;TRUE;MEDICARE;GA; Health Care Service Corporation
2652;Healthspring - Cigna;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Healthspring - Cigna_Edgepark Medical Supplies_GA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;GA;TRUE;TRUE;MEDICARE;GA; Healthspring - Cigna
2678;Kaiser;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Kaiser_Edgepark Medical Supplies_GA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;GA;TRUE;TRUE;MEDICARE;GA; Kaiser
2707;Mutual Of Omaha Insurance Company;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Mutual Of Omaha Insurance Company_Edgepark Medical Supplies_GA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;GA;TRUE;TRUE;MEDICARE;GA; Mutual Of Omaha Insurance Company
2766;Oxford Health Plans - Unitedhealthcare;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Oxford Health Plans - Unitedhealthcare_Edgepark Medical Supplies_GA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;GA;TRUE;TRUE;MEDICARE;GA; Oxford Health Plans - Unitedhealthcare
2834;Selectcare - Wellcare;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Selectcare - Wellcare_Edgepark Medical Supplies_GA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;GA;TRUE;TRUE;MEDICARE;GA; Selectcare - Wellcare
7319;Absolute Total Care - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Absolute Total Care - Centene_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Absolute Total Care - Centene
13;Aetna;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Aetna_Advanced Diabetes Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Aetna
1295;Aetna;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Aetna_Byram Healthcare_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Aetna
2924;Aetna;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Aetna_Edwards Health Care Services_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Aetna
3766;Aetna;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Aetna_United States Medical Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Aetna
6438;Aetna;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Aetna_Total Medical Supply, Inc_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Aetna
7371;Aetna;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Aetna_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Aetna
1347;Aetna Better Health;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Aetna Better Health_Byram Healthcare_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Aetna Better Health
75;Allcare Health;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Allcare Health_Advanced Diabetes Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Allcare Health
3828;Allcare Health;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Allcare Health_United States Medical Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Allcare Health
6493;Amerigroup Insurance Company - Anthem;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Amerigroup Insurance Company - Anthem_Total Medical Supply, Inc_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Amerigroup Insurance Company - Anthem
139;Anthem;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Anthem_Advanced Diabetes Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Anthem
1410;Anthem;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Anthem_Byram Healthcare_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Anthem
3892;Anthem;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Anthem_United States Medical Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Anthem
1462;Anthem Blue Cross;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Anthem Blue Cross_Byram Healthcare_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Anthem Blue Cross
2981;Arcadian Health Plan - Humana;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Arcadian Health Plan - Humana_Edwards Health Care Services_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Arcadian Health Plan - Humana
7426;Arcadian Health Plan - Humana;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Arcadian Health Plan - Humana_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Arcadian Health Plan - Humana
7478;Arkansas Health And Wellness - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Arkansas Health And Wellness - Centene_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Arkansas Health And Wellness - Centene
7530;Aspire Health Plan - Montage Health;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Aspire Health Plan - Montage Health_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Aspire Health Plan - Montage Health
7583;Aultcare Health Insuring Corporation;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Aultcare Health Insuring Corporation_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Aultcare Health Insuring Corporation
7635;Baycare Select Health Plans;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Baycare Select Health Plans_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Baycare Select Health Plans
6557;Blue Cross Blue Shield;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Blue Cross Blue Shield_Total Medical Supply, Inc_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Blue Cross Blue Shield
6609;Blue Cross Blue Shield Of Alabama;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Blue Cross Blue Shield Of Alabama_Total Medical Supply, Inc_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Blue Cross Blue Shield Of Alabama
7694;Blue Cross Of Idaho;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Blue Cross Of Idaho_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Blue Cross Of Idaho
7747;Bravo Health - Cigna;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Bravo Health - Cigna_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Bravo Health - Cigna
7799;Bridgeway Health Solutions - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Bridgeway Health Solutions - Centene_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Bridgeway Health Solutions - Centene
222;Bright Health Management;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Bright Health Management_Advanced Diabetes Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Bright Health Management
3042;Bright Health Management;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Bright Health Management_Edwards Health Care Services_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Bright Health Management
3975;Bright Health Management;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Bright Health Management_United States Medical Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Bright Health Management
7851;Buckeye Health Plan Community Solutions - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Buckeye Health Plan Community Solutions - Centene_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Buckeye Health Plan Community Solutions - Centene
7905;Capital District Physicians' Health Plan;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Capital District Physicians' Health Plan_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Capital District Physicians' Health Plan
7957;Captial Advantage - Capital Blue;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Captial Advantage - Capital Blue_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Captial Advantage - Capital Blue
1559;Care Improvement Plus - Unitedhealthcare;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Care Improvement Plus - Unitedhealthcare_Byram Healthcare_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Care Improvement Plus - Unitedhealthcare
6674;Care Improvement Plus - Unitedhealthcare;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Care Improvement Plus - Unitedhealthcare_Total Medical Supply, Inc_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Care Improvement Plus - Unitedhealthcare
3096;Careplus Health Plans - Humana;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Careplus Health Plans - Humana_Edwards Health Care Services_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Careplus Health Plans - Humana
8009;Careplus Health Plans - Humana;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Careplus Health Plans - Humana_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Careplus Health Plans - Humana
3150;Cariten Health Plan - Humana;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Cariten Health Plan - Humana_Edwards Health Care Services_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Cariten Health Plan - Humana
8061;Cariten Health Plan - Humana;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Cariten Health Plan - Humana_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Cariten Health Plan - Humana
1614;Centene Corporation;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Centene Corporation_Byram Healthcare_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Centene Corporation
3202;Centene Corporation;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Centene Corporation_Edwards Health Care Services_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Centene Corporation
8113;Centene Corporation;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Centene Corporation_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Centene Corporation
3254;Cha Hmo- Humana;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Cha Hmo- Humana_Edwards Health Care Services_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Cha Hmo- Humana
8165;Cha Hmo- Humana;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Cha Hmo- Humana_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Cha Hmo- Humana
8217;Cigna;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Cigna_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Cigna
287;Community Care;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Community Care_Advanced Diabetes Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Community Care
4040;Community Care;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Community Care_United States Medical Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Community Care
6732;Community Care;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Community Care_Total Medical Supply, Inc_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Community Care
6784;Community First Health Plans;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Community First Health Plans_Total Medical Supply, Inc_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Community First Health Plans
6836;Community Health Choice;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Community Health Choice_Total Medical Supply, Inc_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Community Health Choice
6888;Community Health Group;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Community Health Group_Total Medical Supply, Inc_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Community Health Group
1671;Coventry Helath Care - Aetna;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Coventry Helath Care - Aetna_Byram Healthcare_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Coventry Helath Care - Aetna
8270;Coventry Helath Care - Aetna;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Coventry Helath Care - Aetna_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Coventry Helath Care - Aetna
8323;Excellus Health Plan;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Excellus Health Plan_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Excellus Health Plan
8375;Florida Blue Medicare;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Florida Blue Medicare_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Florida Blue Medicare
8427;Freedom Health - Anthem;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Freedom Health - Anthem_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Freedom Health - Anthem
6943;Geisinger Health Plan;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Geisinger Health Plan_Total Medical Supply, Inc_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Geisinger Health Plan
8479;Group Health - Emblemhealth;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Group Health - Emblemhealth_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Group Health - Emblemhealth
3309;Hawaii Medical Service Association;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Hawaii Medical Service Association_Edwards Health Care Services_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Hawaii Medical Service Association
8532;Health Alliance - Henry Ford Health System;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Health Alliance - Henry Ford Health System_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Health Alliance - Henry Ford Health System
8584;Health Alliance Connect;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Health Alliance Connect_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Health Alliance Connect
8636;Health Net - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Health Net - Centene_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Health Net - Centene
346;Healthpartners;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Healthpartners_Advanced Diabetes Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Healthpartners
4099;Healthpartners;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Healthpartners_United States Medical Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Healthpartners
8691;Healthspring - Cigna;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Healthspring - Cigna_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Healthspring - Cigna
8744;Home State Health - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Home State Health - Centene_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Home State Health - Centene
1743;Humana;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Humana_Byram Healthcare_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Humana
3329;Humana;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Humana_Edwards Health Care Services_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Humana
6996;Humana;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Humana_Total Medical Supply, Inc_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Humana
8796;Humana;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Humana_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Humana
402;Imperial Health;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Imperial Health_Advanced Diabetes Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Imperial Health
4155;Imperial Health;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Imperial Health_United States Medical Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Imperial Health
8848;Independent Health Association;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Independent Health Association_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Independent Health Association
455;Inland Empire Health Plan;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Inland Empire Health Plan_Advanced Diabetes Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Inland Empire Health Plan
4208;Inland Empire Health Plan;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Inland Empire Health Plan_United States Medical Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Inland Empire Health Plan
1800;Kaiser;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Kaiser_Byram Healthcare_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Kaiser
8900;Keystone Health Plan East;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Keystone Health Plan East_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Keystone Health Plan East
8952;Longevity Health Plan;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Longevity Health Plan_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Longevity Health Plan
9004;Louisiana Healthcare Connections - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Louisiana Healthcare Connections - Centene_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Louisiana Healthcare Connections - Centene
9056;Magnolia Health Plan - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Magnolia Health Plan - Centene_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Magnolia Health Plan - Centene
7049;Medical Associates Health Plan;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Medical Associates Health Plan_Total Medical Supply, Inc_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Medical Associates Health Plan
7103;Mutual Of Omaha Insurance Company;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Mutual Of Omaha Insurance Company_Total Medical Supply, Inc_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Mutual Of Omaha Insurance Company
524;MVP Health Plan;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;MVP Health Plan_Advanced Diabetes Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; MVP Health Plan
4277;MVP Health Plan;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;MVP Health Plan_United States Medical Supply_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; MVP Health Plan
7155;MVP Health Plan;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;MVP Health Plan_Total Medical Supply, Inc_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; MVP Health Plan
9110;Neighborhood Health Plan Of Rhode Island;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Neighborhood Health Plan Of Rhode Island_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Neighborhood Health Plan Of Rhode Island
9162;Optimum Healthcare - Anthem;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Optimum Healthcare - Anthem_CCS Medical_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Optimum Healthcare - Anthem
1865;Oxford Health Plans - Unitedhealthcare;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Oxford Health Plans - Unitedhealthcare_Byram Healthcare_HI_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;HI;TRUE;TRUE;MEDICARE;HI; Oxford Health Plans - Unitedhealthcare
